CashReceiptID,ReceiptNumber,ReceiptDate,CustomerID,SalesInvoiceID,Amount,PaymentMethod,ReferenceNumber,DepositDate,RecordedByEmployeeID
2265,CR-2024-002265,2024-12-20,202,,5431.36,Wire Transfer,AR00002265,2024-12-20,97
2266,CR-2024-002266,2024-12-18,203,5995.0,5313.25,ACH,AR00002266,2024-12-18,115
2267,CR-2024-002267,2024-12-16,204,,39145.7,Credit Card,AR00002267,2024-12-16,11
2268,CR-2024-002268,2024-12-11,205,,34938.81,Check,AR00002268,2024-12-11,11
2269,CR-2024-002269,2024-12-16,206,,4991.37,Check,AR00002269,2024-12-18,97
2270,CR-2024-002270,2024-12-11,207,,6720.8,Wire Transfer,AR00002270,2024-12-13,115
2271,CR-2024-002271,2024-12-10,208,,51752.64,Wire Transfer,AR00002271,2024-12-10,97
2272,CR-2024-002272,2024-12-12,209,,22491.6,Wire Transfer,AR00002272,2024-12-13,97
2273,CR-2024-002273,2024-12-14,210,,21858.88,ACH,AR00002273,2024-12-16,11
2274,CR-2024-002274,2024-12-11,211,,24241.85,Wire Transfer,AR00002274,2024-12-11,115
2275,CR-2025-002275,2025-01-06,15,,1113.17,Wire Transfer,DEP00002275,2025-01-06,115
2276,CR-2025-002276,2025-01-11,180,,4311.67,ACH,DEP00002276,2025-01-11,97
2277,CR-2025-002277,2025-01-18,144,,1571.72,Credit Card,DEP00002277,2025-01-18,115
2278,CR-2025-002278,2025-01-14,116,,2766.45,ACH,DEP00002278,2025-01-14,11
2279,CR-2025-002279,2025-01-14,1,,24564.2,Check,AR00002279,2025-01-14,11
2280,CR-2025-002280,2025-01-16,2,,6056.84,Check,AR00002280,2025-01-17,115
2281,CR-2025-002281,2025-01-17,3,,6897.41,Credit Card,AR00002281,2025-01-17,97
2282,CR-2025-002282,2025-01-10,4,,6315.0,ACH,AR00002282,2025-01-12,115
2283,CR-2025-002283,2025-01-13,5,,3962.62,Credit Card,AR00002283,2025-01-13,97
2284,CR-2025-002284,2025-01-11,6,,6244.93,Wire Transfer,AR00002284,2025-01-12,11
2285,CR-2025-002285,2025-01-14,7,,35888.06,Check,AR00002285,2025-01-15,11
2286,CR-2025-002286,2025-01-05,8,,359.04,Check,AR00002286,2025-01-07,11
2287,CR-2025-002287,2025-01-13,9,,16920.07,Wire Transfer,AR00002287,2025-01-13,97
2288,CR-2025-002288,2025-01-12,10,,12665.56,Wire Transfer,AR00002288,2025-01-14,115
2289,CR-2025-002289,2025-01-17,11,6628.0,5463.54,Credit Card,AR00002289,2025-01-19,11
2290,CR-2025-002290,2025-01-13,12,,6361.3,ACH,AR00002290,2025-01-14,97
2291,CR-2025-002291,2025-01-11,13,,4239.57,Credit Card,AR00002291,2025-01-13,11
2292,CR-2025-002292,2025-01-13,14,,1612.92,ACH,AR00002292,2025-01-15,97
2293,CR-2025-002293,2025-01-14,15,,13539.62,ACH,AR00002293,2025-01-15,115
2294,CR-2025-002294,2025-01-12,16,,3307.92,Wire Transfer,AR00002294,2025-01-14,115
2295,CR-2025-002295,2025-01-12,17,,5144.56,Credit Card,AR00002295,2025-01-13,97
2296,CR-2025-002296,2025-01-07,18,,12630.86,Credit Card,AR00002296,2025-01-07,115
2297,CR-2025-002297,2025-01-18,19,,20823.87,ACH,AR00002297,2025-01-20,115
2298,CR-2025-002298,2025-01-10,20,,37996.83,Check,AR00002298,2025-01-12,97
2299,CR-2025-002299,2025-01-16,21,,24987.26,ACH,AR00002299,2025-01-18,97
2300,CR-2025-002300,2025-01-14,22,,25769.37,Check,AR00002300,2025-01-16,115
2301,CR-2025-002301,2025-01-14,23,,11722.85,Credit Card,AR00002301,2025-01-15,11
2302,CR-2025-002302,2025-01-20,24,,8172.68,ACH,AR00002302,2025-01-20,11
2303,CR-2025-002303,2025-01-12,25,,1395.22,Wire Transfer,AR00002303,2025-01-13,115
2304,CR-2025-002304,2025-01-06,26,,1262.21,Wire Transfer,AR00002304,2025-01-06,11
2305,CR-2025-002305,2025-01-13,27,,1839.72,ACH,AR00002305,2025-01-14,115
2306,CR-2025-002306,2025-01-08,28,,1939.22,Check,AR00002306,2025-01-08,115
2307,CR-2025-002307,2025-01-14,29,,4652.32,Wire Transfer,AR00002307,2025-01-14,97
2308,CR-2025-002308,2025-01-10,30,,266.42,Wire Transfer,AR00002308,2025-01-10,97
2309,CR-2025-002309,2025-01-11,31,,3070.88,Credit Card,AR00002309,2025-01-12,97
2310,CR-2025-002310,2025-01-11,32,,11767.6,Credit Card,AR00002310,2025-01-12,115
2311,CR-2025-002311,2025-01-08,33,,2107.79,ACH,AR00002311,2025-01-08,115
2312,CR-2025-002312,2025-01-12,34,,11329.31,Credit Card,AR00002312,2025-01-12,11
2313,CR-2025-002313,2025-01-12,35,,424.21,Credit Card,AR00002313,2025-01-13,97
2314,CR-2025-002314,2025-01-08,36,,494.97,Credit Card,AR00002314,2025-01-10,97
2315,CR-2025-002315,2025-01-10,37,,40375.63,Credit Card,AR00002315,2025-01-10,11
2316,CR-2025-002316,2025-01-18,38,,17855.61,Credit Card,AR00002316,2025-01-19,97
2317,CR-2025-002317,2025-01-16,39,,7097.44,Check,AR00002317,2025-01-17,97
2318,CR-2025-002318,2025-01-11,40,,1704.62,ACH,AR00002318,2025-01-11,11
2319,CR-2025-002319,2025-01-12,41,,722.59,Check,AR00002319,2025-01-14,97
2320,CR-2025-002320,2025-01-11,42,,13465.01,ACH,AR00002320,2025-01-11,97
2321,CR-2025-002321,2025-01-12,43,,9423.48,Wire Transfer,AR00002321,2025-01-14,115
2322,CR-2025-002322,2025-01-17,44,,8168.36,Check,AR00002322,2025-01-17,97
2323,CR-2025-002323,2025-01-10,45,,7293.46,Credit Card,AR00002323,2025-01-12,97
2324,CR-2025-002324,2025-01-10,46,,1006.49,Check,AR00002324,2025-01-10,115
2325,CR-2025-002325,2025-01-10,47,,1827.71,Wire Transfer,AR00002325,2025-01-11,11
2326,CR-2025-002326,2025-01-20,48,6657.0,6122.09,Credit Card,AR00002326,2025-01-22,97
2327,CR-2025-002327,2025-01-11,49,,4301.65,Credit Card,AR00002327,2025-01-13,115
2328,CR-2025-002328,2025-01-14,51,,32688.2,Check,AR00002328,2025-01-16,115
2329,CR-2025-002329,2025-01-19,51,,30853.2,Check,AR00002329,2025-01-21,97
2330,CR-2025-002330,2025-01-17,52,,7470.29,Check,AR00002330,2025-01-17,97
2331,CR-2025-002331,2025-01-04,54,,1.85,Credit Card,AR00002331,2025-01-04,11
2332,CR-2025-002332,2025-01-10,55,,21749.68,Credit Card,AR00002332,2025-01-10,11
2333,CR-2025-002333,2025-01-05,56,4454.0,4.84,Credit Card,AR00002333,2025-01-05,11
2334,CR-2025-002334,2025-01-11,57,,4976.68,Check,AR00002334,2025-01-12,11
2335,CR-2025-002335,2025-01-23,58,,343.08,Credit Card,AR00002335,2025-01-23,11
2336,CR-2025-002336,2025-01-03,60,,129.85,ACH,AR00002336,2025-01-03,11
2337,CR-2025-002337,2025-01-07,61,5380.0,391.62,ACH,AR00002337,2025-01-09,11
2338,CR-2025-002338,2025-01-14,62,,14187.22,Wire Transfer,AR00002338,2025-01-15,97
2339,CR-2025-002339,2025-01-20,63,6640.0,11086.09,Wire Transfer,AR00002339,2025-01-20,11
2340,CR-2025-002340,2025-01-11,64,,2353.82,Check,AR00002340,2025-01-12,115
2341,CR-2025-002341,2025-01-11,65,,19683.93,Check,AR00002341,2025-01-13,97
2342,CR-2025-002342,2025-01-18,66,,5742.97,Credit Card,AR00002342,2025-01-18,11
2343,CR-2025-002343,2025-01-11,67,,7974.98,Credit Card,AR00002343,2025-01-12,11
2344,CR-2025-002344,2025-01-16,68,,9802.02,Check,AR00002344,2025-01-18,115
2345,CR-2025-002345,2025-01-12,69,5462.0,2559.85,Credit Card,AR00002345,2025-01-13,11
2346,CR-2025-002346,2025-01-12,70,,1151.67,Wire Transfer,AR00002346,2025-01-14,11
2347,CR-2025-002347,2025-01-19,71,,23689.42,Credit Card,AR00002347,2025-01-20,11
2348,CR-2025-002348,2025-01-14,72,,10136.66,Check,AR00002348,2025-01-15,11
2349,CR-2025-002349,2025-01-12,73,,8683.71,Wire Transfer,AR00002349,2025-01-14,11
2350,CR-2025-002350,2025-01-12,74,,13849.85,Wire Transfer,AR00002350,2025-01-13,97
2351,CR-2025-002351,2025-01-14,75,5041.0,2440.84,Wire Transfer,AR00002351,2025-01-14,97
2352,CR-2025-002352,2025-01-12,76,,2956.55,Credit Card,AR00002352,2025-01-13,97
2353,CR-2025-002353,2025-01-07,78,,4201.97,Credit Card,AR00002353,2025-01-07,11
2354,CR-2025-002354,2025-01-24,79,,1459.44,Credit Card,AR00002354,2025-01-25,11
2355,CR-2025-002355,2025-01-14,80,,19589.03,Credit Card,AR00002355,2025-01-15,115
2356,CR-2025-002356,2025-01-12,81,,46387.05,Wire Transfer,AR00002356,2025-01-12,97
2357,CR-2025-002357,2025-01-12,82,,14199.17,Credit Card,AR00002357,2025-01-12,97
2358,CR-2025-002358,2025-01-07,83,,5960.28,Credit Card,AR00002358,2025-01-08,115
2359,CR-2025-002359,2025-01-14,84,,11226.71,ACH,AR00002359,2025-01-16,97
2360,CR-2025-002360,2025-01-07,85,,0.04,Credit Card,AR00002360,2025-01-07,115
2361,CR-2025-002361,2025-01-07,86,,414.5,Wire Transfer,AR00002361,2025-01-08,97
2362,CR-2025-002362,2025-01-10,87,,12351.25,Check,AR00002362,2025-01-10,115
2363,CR-2025-002363,2025-01-14,88,,4831.0,Wire Transfer,AR00002363,2025-01-14,11
2364,CR-2025-002364,2025-01-14,89,,3234.2,Credit Card,AR00002364,2025-01-14,97
2365,CR-2025-002365,2025-01-14,90,,20607.87,Wire Transfer,AR00002365,2025-01-16,97
2366,CR-2025-002366,2025-01-11,91,,4737.98,ACH,AR00002366,2025-01-11,115
2367,CR-2025-002367,2025-01-08,92,,6190.07,Check,AR00002367,2025-01-09,115
2368,CR-2025-002368,2025-01-16,93,,1411.17,Credit Card,AR00002368,2025-01-17,11
2369,CR-2025-002369,2025-01-17,94,,4475.8,Check,AR00002369,2025-01-18,11
2370,CR-2025-002370,2025-01-10,95,,26985.17,ACH,AR00002370,2025-01-10,115
2371,CR-2025-002371,2025-01-12,96,,22405.32,Wire Transfer,AR00002371,2025-01-13,115
2372,CR-2025-002372,2025-01-16,97,,3676.41,ACH,AR00002372,2025-01-18,11
2373,CR-2025-002373,2025-01-18,98,,31598.63,Wire Transfer,AR00002373,2025-01-19,115
2374,CR-2025-002374,2025-01-11,99,,7788.4,Check,AR00002374,2025-01-12,11
2375,CR-2025-002375,2025-01-18,100,,3543.02,Check,AR00002375,2025-01-20,115
2376,CR-2025-002376,2025-01-12,101,,572.15,ACH,AR00002376,2025-01-12,115
2377,CR-2025-002377,2025-01-16,102,,5720.65,Check,AR00002377,2025-01-17,97
2378,CR-2025-002378,2025-01-13,104,,36163.73,Wire Transfer,AR00002378,2025-01-15,97
2379,CR-2025-002379,2025-01-10,105,,24878.1,Check,AR00002379,2025-01-10,115
2380,CR-2025-002380,2025-01-19,106,,49683.28,ACH,AR00002380,2025-01-21,11
2381,CR-2025-002381,2025-01-06,107,5091.0,9.11,ACH,AR00002381,2025-01-07,11
2382,CR-2025-002382,2025-01-24,108,,528.53,ACH,AR00002382,2025-01-25,11
2383,CR-2025-002383,2025-01-12,109,,31608.31,Wire Transfer,AR00002383,2025-01-13,115
2384,CR-2025-002384,2025-01-11,110,,19403.85,ACH,AR00002384,2025-01-11,11
2385,CR-2025-002385,2025-01-08,111,5373.0,40.21,Wire Transfer,AR00002385,2025-01-08,97
2386,CR-2025-002386,2025-01-14,112,,318.63,ACH,AR00002386,2025-01-16,115
2387,CR-2025-002387,2025-01-13,113,,27819.46,Credit Card,AR00002387,2025-01-13,97
2388,CR-2025-002388,2025-01-16,114,,4139.8,Check,AR00002388,2025-01-16,97
2389,CR-2025-002389,2025-01-13,115,,31524.6,ACH,AR00002389,2025-01-15,115
2390,CR-2025-002390,2025-01-10,116,,10453.07,Check,AR00002390,2025-01-10,115
2391,CR-2025-002391,2025-01-12,117,,11690.47,Wire Transfer,AR00002391,2025-01-14,11
2392,CR-2025-002392,2025-01-12,118,,23838.88,Check,AR00002392,2025-01-12,115
2393,CR-2025-002393,2025-01-12,119,,35271.15,ACH,AR00002393,2025-01-13,11
2394,CR-2025-002394,2025-01-14,120,,8961.36,Wire Transfer,AR00002394,2025-01-14,115
2395,CR-2025-002395,2025-01-16,121,,5651.75,Check,AR00002395,2025-01-18,11
2396,CR-2025-002396,2025-01-07,122,,0.81,Credit Card,AR00002396,2025-01-09,11
2397,CR-2025-002397,2025-01-10,123,,1905.93,Credit Card,AR00002397,2025-01-11,11
2398,CR-2025-002398,2025-01-12,124,,17597.93,Wire Transfer,AR00002398,2025-01-14,115
2399,CR-2025-002399,2025-01-07,125,,2552.09,ACH,AR00002399,2025-01-07,97
2400,CR-2025-002400,2025-01-24,126,7046.0,189.33,Credit Card,AR00002400,2025-01-25,11
2401,CR-2025-002401,2025-01-10,127,,738.63,Credit Card,AR00002401,2025-01-12,11
2402,CR-2025-002402,2025-01-12,128,,16323.18,Wire Transfer,AR00002402,2025-01-12,115
2403,CR-2025-002403,2025-01-13,129,,16649.4,ACH,AR00002403,2025-01-14,11
2404,CR-2025-002404,2025-01-06,130,,22.33,Credit Card,AR00002404,2025-01-06,97
2405,CR-2025-002405,2025-01-11,131,,15145.62,Credit Card,AR00002405,2025-01-11,97
2406,CR-2025-002406,2025-01-07,132,,0.4,Check,AR00002406,2025-01-08,97
2407,CR-2025-002407,2025-01-11,133,,29407.81,Check,AR00002407,2025-01-13,115
2408,CR-2025-002408,2025-01-14,135,,37922.47,Wire Transfer,AR00002408,2025-01-16,97
2409,CR-2025-002409,2025-01-14,136,,30507.22,ACH,AR00002409,2025-01-14,97
2410,CR-2025-002410,2025-01-13,137,,16784.79,Check,AR00002410,2025-01-13,97
2411,CR-2025-002411,2025-01-11,138,,49573.42,ACH,AR00002411,2025-01-13,97
2412,CR-2025-002412,2025-01-10,139,,18203.99,ACH,AR00002412,2025-01-10,97
2413,CR-2025-002413,2025-01-19,140,,3940.63,ACH,AR00002413,2025-01-21,97
2414,CR-2025-002414,2025-01-11,141,,38450.69,Credit Card,AR00002414,2025-01-11,97
2415,CR-2025-002415,2025-01-12,143,,4759.59,ACH,AR00002415,2025-01-13,115
2416,CR-2025-002416,2025-01-09,144,,202.08,Credit Card,AR00002416,2025-01-11,11
2417,CR-2025-002417,2025-01-18,145,,18130.66,Wire Transfer,AR00002417,2025-01-19,11
2418,CR-2025-002418,2025-01-10,146,,16197.73,Wire Transfer,AR00002418,2025-01-10,11
2419,CR-2025-002419,2025-01-10,147,,3098.82,Credit Card,AR00002419,2025-01-12,11
2420,CR-2025-002420,2025-01-16,148,,957.99,Credit Card,AR00002420,2025-01-18,11
2421,CR-2025-002421,2025-01-14,149,,9170.56,ACH,AR00002421,2025-01-15,11
2422,CR-2025-002422,2025-01-17,150,,4605.36,ACH,AR00002422,2025-01-18,97
2423,CR-2025-002423,2025-01-17,151,,6894.89,Wire Transfer,AR00002423,2025-01-18,97
2424,CR-2025-002424,2025-01-10,152,,10534.14,Credit Card,AR00002424,2025-01-12,11
2425,CR-2025-002425,2025-01-21,153,6580.0,664.8,Wire Transfer,AR00002425,2025-01-22,115
2426,CR-2025-002426,2025-01-18,154,,10135.16,Credit Card,AR00002426,2025-01-20,97
2427,CR-2025-002427,2025-01-20,155,,9423.21,Wire Transfer,AR00002427,2025-01-20,11
2428,CR-2025-002428,2025-01-16,156,,47820.72,Wire Transfer,AR00002428,2025-01-16,97
2429,CR-2025-002429,2025-01-24,156,,19160.5,Credit Card,AR00002429,2025-01-24,11
2430,CR-2025-002430,2025-01-19,157,,1069.75,Check,AR00002430,2025-01-20,97
2431,CR-2025-002431,2025-01-14,158,,10399.98,ACH,AR00002431,2025-01-14,115
2432,CR-2025-002432,2025-01-14,159,,8247.79,ACH,AR00002432,2025-01-15,97
2433,CR-2025-002433,2025-01-14,160,,3313.43,Wire Transfer,AR00002433,2025-01-14,97
2434,CR-2025-002434,2025-01-12,161,,30473.6,Check,AR00002434,2025-01-14,97
2435,CR-2025-002435,2025-01-05,162,,2084.1,ACH,AR00002435,2025-01-05,11
2436,CR-2025-002436,2025-01-14,163,,589.66,Check,AR00002436,2025-01-16,11
2437,CR-2025-002437,2025-01-19,164,6618.0,2910.48,Credit Card,AR00002437,2025-01-21,11
2438,CR-2025-002438,2025-01-08,165,,425.96,Wire Transfer,AR00002438,2025-01-10,11
2439,CR-2025-002439,2025-01-13,166,,9324.81,Credit Card,AR00002439,2025-01-14,11
2440,CR-2025-002440,2025-01-14,167,,2048.08,Check,AR00002440,2025-01-14,115
2441,CR-2025-002441,2025-01-09,168,,17.64,Credit Card,AR00002441,2025-01-11,97
2442,CR-2025-002442,2025-01-13,169,,16012.2,Wire Transfer,AR00002442,2025-01-13,11
2443,CR-2025-002443,2025-01-14,170,,1570.51,Check,AR00002443,2025-01-14,11
2444,CR-2025-002444,2025-01-14,171,,3705.93,Credit Card,AR00002444,2025-01-15,115
2445,CR-2025-002445,2025-01-06,172,,12603.3,Check,AR00002445,2025-01-06,97
2446,CR-2025-002446,2025-01-11,173,,16422.16,Check,AR00002446,2025-01-13,11
2447,CR-2025-002447,2025-01-09,174,,4620.14,ACH,AR00002447,2025-01-09,115
2448,CR-2025-002448,2025-01-08,175,4629.0,35.76,ACH,AR00002448,2025-01-10,115
2449,CR-2025-002449,2025-01-10,176,,8654.24,Check,AR00002449,2025-01-11,11
2450,CR-2025-002450,2025-01-12,177,,15119.11,Check,AR00002450,2025-01-13,115
2451,CR-2025-002451,2025-01-10,178,,653.55,ACH,AR00002451,2025-01-12,11
2452,CR-2025-002452,2025-01-14,179,,60519.72,Credit Card,AR00002452,2025-01-16,97
2453,CR-2025-002453,2025-01-23,179,,10387.72,Check,AR00002453,2025-01-24,11
2454,CR-2025-002454,2025-01-18,180,,6653.59,Wire Transfer,AR00002454,2025-01-19,115
2455,CR-2025-002455,2025-01-11,181,,17181.37,Check,AR00002455,2025-01-12,115
2456,CR-2025-002456,2025-01-13,182,,9443.32,Credit Card,AR00002456,2025-01-15,115
2457,CR-2025-002457,2025-01-14,183,,4010.64,ACH,AR00002457,2025-01-15,11
2458,CR-2025-002458,2025-01-10,184,,15708.82,Wire Transfer,AR00002458,2025-01-11,11
2459,CR-2025-002459,2025-01-10,185,,16197.43,Credit Card,AR00002459,2025-01-12,11
2460,CR-2025-002460,2025-01-08,186,,1932.84,Wire Transfer,AR00002460,2025-01-08,97
2461,CR-2025-002461,2025-01-13,187,,51748.95,Wire Transfer,AR00002461,2025-01-14,97
2462,CR-2025-002462,2025-01-10,188,,24878.88,Wire Transfer,AR00002462,2025-01-11,11
2463,CR-2025-002463,2025-01-11,189,,7479.33,Check,AR00002463,2025-01-11,115
2464,CR-2025-002464,2025-01-11,190,,47181.64,ACH,AR00002464,2025-01-13,115
2465,CR-2025-002465,2025-01-20,191,,12043.34,Credit Card,AR00002465,2025-01-22,11
2466,CR-2025-002466,2025-01-14,192,,18552.55,Wire Transfer,AR00002466,2025-01-15,11
2467,CR-2025-002467,2025-01-13,193,,6335.58,Check,AR00002467,2025-01-13,11
2468,CR-2025-002468,2025-01-13,194,,21372.39,Wire Transfer,AR00002468,2025-01-14,11
2469,CR-2025-002469,2025-01-13,195,,22704.93,Wire Transfer,AR00002469,2025-01-15,97
2470,CR-2025-002470,2025-01-10,196,,16405.23,Credit Card,AR00002470,2025-01-11,11
2471,CR-2025-002471,2025-01-18,197,,7743.88,Credit Card,AR00002471,2025-01-19,11
2472,CR-2025-002472,2025-01-09,198,,6209.4,Check,AR00002472,2025-01-09,11
2473,CR-2025-002473,2025-01-11,199,,11045.78,ACH,AR00002473,2025-01-12,11
2474,CR-2025-002474,2025-01-11,200,,49208.32,Wire Transfer,AR00002474,2025-01-13,97
2475,CR-2025-002475,2025-01-13,201,,2193.4,ACH,AR00002475,2025-01-13,115
2476,CR-2025-002476,2025-01-12,202,,50959.43,Credit Card,AR00002476,2025-01-13,11
2477,CR-2025-002477,2025-01-12,203,,6566.53,Credit Card,AR00002477,2025-01-12,97
2478,CR-2025-002478,2025-01-11,204,,32313.79,ACH,AR00002478,2025-01-13,115
2479,CR-2025-002479,2025-01-19,205,,45869.71,Wire Transfer,AR00002479,2025-01-19,97
2480,CR-2025-002480,2025-01-25,205,,24440.87,Check,AR00002480,2025-01-25,115
2481,CR-2025-002481,2025-01-14,206,,5118.57,Wire Transfer,AR00002481,2025-01-15,97
2482,CR-2025-002482,2025-01-12,207,,1363.77,Check,AR00002482,2025-01-13,97
2483,CR-2025-002483,2025-01-13,208,,48547.11,Check,AR00002483,2025-01-13,97
2484,CR-2025-002484,2025-01-14,209,,8004.5,ACH,AR00002484,2025-01-14,11
2485,CR-2025-002485,2025-01-14,210,,19898.94,ACH,AR00002485,2025-01-16,11
2486,CR-2025-002486,2025-01-10,211,,26130.4,Check,AR00002486,2025-01-12,97
2487,CR-2025-002487,2025-02-12,136,5514.0,833.0,ACH,DEP00002487,2025-02-12,11
2488,CR-2025-002488,2025-02-09,105,6659.0,2599.67,Wire Transfer,DEP00002488,2025-02-09,115
2489,CR-2025-002489,2025-02-24,138,,3007.63,Credit Card,DEP00002489,2025-02-24,11
2490,CR-2025-002490,2025-02-25,77,,1705.18,Check,DEP00002490,2025-02-25,11
2491,CR-2025-002491,2025-02-05,61,,2627.66,Credit Card,DEP00002491,2025-02-05,11
2492,CR-2025-002492,2025-02-12,1,,24595.85,Wire Transfer,AR00002492,2025-02-13,97
2493,CR-2025-002493,2025-02-11,2,,4177.29,Wire Transfer,AR00002493,2025-02-11,115
2494,CR-2025-002494,2025-02-10,3,,4994.91,Check,AR00002494,2025-02-10,97
2495,CR-2025-002495,2025-02-10,4,,3053.29,Check,AR00002495,2025-02-11,11
2496,CR-2025-002496,2025-02-06,5,,712.67,Wire Transfer,AR00002496,2025-02-08,115
2497,CR-2025-002497,2025-02-11,6,,3119.47,Wire Transfer,AR00002497,2025-02-11,97
2498,CR-2025-002498,2025-02-16,7,,26549.49,ACH,AR00002498,2025-02-16,115
2499,CR-2025-002499,2025-02-22,7,,35628.07,Check,AR00002499,2025-02-22,97
2500,CR-2025-002500,2025-02-19,8,,2482.34,ACH,AR00002500,2025-02-20,11
2501,CR-2025-002501,2025-02-10,9,,6680.43,ACH,AR00002501,2025-02-12,97
2502,CR-2025-002502,2025-02-11,10,,4655.02,ACH,AR00002502,2025-02-11,97
2503,CR-2025-002503,2025-02-20,11,,1940.57,Check,AR00002503,2025-02-22,115
2504,CR-2025-002504,2025-02-18,12,,3556.95,Wire Transfer,AR00002504,2025-02-19,115
2505,CR-2025-002505,2025-02-08,13,,743.66,ACH,AR00002505,2025-02-09,11
2506,CR-2025-002506,2025-02-07,14,,129.16,ACH,AR00002506,2025-02-07,115
2507,CR-2025-002507,2025-02-20,15,,12489.19,ACH,AR00002507,2025-02-20,97
2508,CR-2025-002508,2025-02-07,16,,599.98,Wire Transfer,AR00002508,2025-02-08,115
2509,CR-2025-002509,2025-02-06,17,,932.47,Wire Transfer,AR00002509,2025-02-06,11
2510,CR-2025-002510,2025-02-17,18,,16322.48,Check,AR00002510,2025-02-18,115
2511,CR-2025-002511,2025-02-18,19,,18922.42,ACH,AR00002511,2025-02-18,11
2512,CR-2025-002512,2025-02-20,20,,64774.88,Wire Transfer,AR00002512,2025-02-21,97
2513,CR-2025-002513,2025-02-25,20,,26360.1,Check,AR00002513,2025-02-26,11
2514,CR-2025-002514,2025-02-20,21,,19839.88,Credit Card,AR00002514,2025-02-20,97
2515,CR-2025-002515,2025-02-14,22,,27786.26,Wire Transfer,AR00002515,2025-02-16,115
2516,CR-2025-002516,2025-02-14,23,,11554.92,Credit Card,AR00002516,2025-02-16,11
2517,CR-2025-002517,2025-02-11,24,,3624.32,Check,AR00002517,2025-02-11,97
2518,CR-2025-002518,2025-02-09,25,,282.74,Wire Transfer,AR00002518,2025-02-09,11
2519,CR-2025-002519,2025-02-18,26,,5223.88,Check,AR00002519,2025-02-19,115
2520,CR-2025-002520,2025-02-10,27,,372.19,Wire Transfer,AR00002520,2025-02-10,97
2521,CR-2025-002521,2025-02-18,28,,5160.66,Check,AR00002521,2025-02-20,115
2522,CR-2025-002522,2025-02-11,29,,2120.27,Wire Transfer,AR00002522,2025-02-12,97
2523,CR-2025-002523,2025-02-06,30,,30.6,Check,AR00002523,2025-02-08,115
2524,CR-2025-002524,2025-02-14,31,,1180.02,Wire Transfer,AR00002524,2025-02-14,115
2525,CR-2025-002525,2025-02-12,32,,5957.63,Credit Card,AR00002525,2025-02-14,11
2526,CR-2025-002526,2025-02-20,33,,13313.03,Credit Card,AR00002526,2025-02-22,97
2527,CR-2025-002527,2025-02-18,34,,28232.08,ACH,AR00002527,2025-02-19,97
2528,CR-2025-002528,2025-02-14,35,,99.45,Credit Card,AR00002528,2025-02-15,11
2529,CR-2025-002529,2025-02-09,36,,234.5,Wire Transfer,AR00002529,2025-02-09,115
2530,CR-2025-002530,2025-02-13,37,,32490.66,ACH,AR00002530,2025-02-13,97
2531,CR-2025-002531,2025-02-10,38,,24215.41,ACH,AR00002531,2025-02-10,11
2532,CR-2025-002532,2025-02-18,39,,3956.31,ACH,AR00002532,2025-02-19,11
2533,CR-2025-002533,2025-02-18,40,7028.0,1300.09,ACH,AR00002533,2025-02-20,97
2534,CR-2025-002534,2025-02-09,41,5771.0,69.68,Check,AR00002534,2025-02-11,115
2535,CR-2025-002535,2025-02-19,42,,6599.93,Credit Card,AR00002535,2025-02-20,11
2536,CR-2025-002536,2025-02-17,43,,14193.26,Credit Card,AR00002536,2025-02-19,97
2537,CR-2025-002537,2025-02-19,44,,19610.74,Wire Transfer,AR00002537,2025-02-20,97
2538,CR-2025-002538,2025-02-19,45,,8401.88,Credit Card,AR00002538,2025-02-20,97
2539,CR-2025-002539,2025-02-10,46,,189.69,Wire Transfer,AR00002539,2025-02-11,11
2540,CR-2025-002540,2025-02-09,47,,770.78,Wire Transfer,AR00002540,2025-02-10,97
2541,CR-2025-002541,2025-02-16,48,,3179.8,ACH,AR00002541,2025-02-16,11
2542,CR-2025-002542,2025-02-14,49,,1978.95,Credit Card,AR00002542,2025-02-14,11
2543,CR-2025-002543,2025-02-10,51,,33591.9,Check,AR00002543,2025-02-11,11
2544,CR-2025-002544,2025-02-13,52,,12193.53,Credit Card,AR00002544,2025-02-14,11
2545,CR-2025-002545,2025-02-03,54,,42.45,ACH,AR00002545,2025-02-03,115
